"primary card id","trainer chinese name","subtype","規格標記","chinese text","jp text","eng text"
"cmo1u6pd502ux5ueel5e40r02","好友寶芬","ITEM","H","從自己的牌庫選擇最多2張HP為「70」以下的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","自分の山札から、HPが「70」以下のたねポケモンを2枚まで選び、ベンチに出す。そして山札を切る。","Search your deck for up to 2 Basic Pokémon with 70 HP or less and put them onto your Bench. Then, shuffle your deck."
"cmo1u7aiz13dk5ueeyfs3pxdd","陳舊的背蓋化石","ITEM","H","這隻寶可夢不會受到對手的寶可夢使用招式的效果的影響。","このポケモンは、相手のポケモンが使うワザの効果を受けない。","Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.  At any time during your turn, you may discard this card from play."
"cmo1u79rz12385ueeetxop4a0","不服輸頭帶","TOOL","G","若自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多，則附有這張卡的寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。","自分のサイドの残り枚数が、相手のサイドの残り枚数より多いなら、このカードをつけているポケモンが使うワザの、相手のバトルポケモンへのダメージは「+30」される。",""
"cmo1u8ele30lj5ueezeowt6rr","電氣力量","ITEM","B","在這個回合，自己的【雷】寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。","",""
"cmo1u8en630on5ueev8aqnuyi","救援擔架","ITEM","A","從自己的棄牌區抽出1張寶可夢，在給對手看過後加入手牌。或者從自己的棄牌區抽出3張寶可夢，在給對手看過後放回牌庫並重洗。","",""
"cmo1u8en930or5ueeni3k2ig7","卡希麗","SUPPORTER","B","從自己的牌庫抽出2張。然後，擲1次硬幣若為正面，則這張「卡希麗」不會丟到棄牌區，而是放回手牌。","",""
"cmo1u6pz903x45ueefyhbquaa","巢穴球","ITEM","G","從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","自分の山札からたねポケモンを1枚選び、ベンチに出す。そして山札を切る。","Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
"cmo1u7co6171c5uee1y6ihiuy","災禍荒野","STADIUM","G","雙方的所有【基礎】寶可夢（【鬥】寶可夢除外）【撤退】所需的能量各增加1個。","おたがいのたねポケモン（ポケモンをのぞく）全員のにげるためのエネルギーは、それぞれ1個ぶん多くなる。","The Retreat Cost of each Basic non-{F} Pokémon in play (both yours and your opponent’s) is {C} more."
"cmo1u7emk1aga5uee53t2xxlt","倖存鍛鍊器","TOOL","H","附有這張卡的寶可夢的HP是全滿的狀態下，受到對手的寶可夢招式的傷害而【昏厥】時，那隻寶可夢不會【昏厥】，而是以剩餘HP為「10」的狀態留在場上。然後，將這張卡丟棄。","このカードをつけているポケモンのHPがまんたんの状態で、相手のポケモンからワザのダメージを受けてきぜつするとき、そのポケモンはきぜつせず、残りHPが「10」の状態で場に残る。その後、このカードをトラッシュする。",""
"cmo1u6ujz0bvb5ueestgcmobf","放逐吸塵器","ITEM","F","這張卡必須將自己的1張手牌放置於放逐區才可使用。      從雙方的場上寶可夢身上附加的「寶可夢道具」卡與場上的「競技場」卡中選擇1張，放置於放逐區。","このカードは、自分の手札を1枚、ロストゾーンに置かなければ使えない。おたがいの場のポケモンについている「ポケモンのどうぐ」と場に出ている「スタジアム」の中から1枚選び、ロストゾーンに置く。",""
"cmo1u6pz203ws5uee99rxk4bk","反擊捕捉器","ITEM","G","這張卡只有在自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多時才可使用。   選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。","このカードは、自分のサイドの残り枚数が、相手のサイドの残り枚数より多いときにしか使えない。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。",""
"cmo1u6rdg06cn5ueeyuindeqq","水蓮的照顧","SUPPORTER","H","從自己的棄牌區選擇寶可夢卡（「擁有規則的寶可夢」除外）與基本能量卡合計最多3張，在給對手看過後加入手牌。","自分のトラッシュからポケモン（「ルールを持つポケモン」をのぞく）と基本エネルギーを合計3枚まで選び、相手に見せて、手札に加える。","Put up to 3 in any combination of Pokémon that don’t have a Rule Box and Basic Energy cards from your discard pile into your hand. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
"cmo1u6o4r00rv5uee8f6u4vnp","寶可夢旋風回收機","ITEM","H","選擇1隻自己的場上寶可夢，將那隻寶可夢與附加的卡，全部放回手牌。","自分の場のポケモンを1匹選び、そのポケモンと、ついているすべてのカードを、手札にもどす。","Put 1 of your Pokémon and all attached cards into your hand."
"cmo1u6rdc06cf5ueedl7n2wt7","探險家的嚮導","SUPPORTER","H","查看自己的牌庫上方6張卡，從其中選擇2張卡加入手牌。將剩餘卡丟棄。","自分の山札を上から6枚見て、その中からカードを2枚選び、手札に加える。残りのカードはトラッシュする。","Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards."
"cmo1u79sm124c5ueej8qjgfwr","蕾荷","SUPPORTER","G","查看自己的牌庫上方5張卡，從其中選擇任意數量的卡，將其丟棄。將剩餘卡以任意順序排列，放回牌庫上方。","自分の山札を上から5枚見て、その中からカードを好きなだけ選び、トラッシュする。残りのカードは好きな順番に入れ替えて、山札の上にもどす。",""
"cmo1u8elz30mj5ueehqrhlhpr","寶可夢超級回收","ITEM","A","擲1次硬幣若為正面，則將自己的1隻寶可夢與所附加的所有卡放回手牌。","",""
"cmo1u8em830mz5ueetdedo23z","危險鑽頭","ITEM","B","這張卡只有在將自己的手牌抽出1張【惡】寶可夢丟到棄牌區才可使用。將對手的場上寶可夢身上所附加的「寶可夢道具」「特殊能量」與場上的「競技場」其中的1張卡丟到棄牌區。","",""
"cmo1u6p6a02j75ueez9jsa4i2","險惡廢墟","STADIUM","I","雙方玩家每次在自己的回合將【基礎】寶可夢（【惡】寶可夢除外）放置於備戰區時，在那隻寶可夢身上放置2個傷害指示物。","おたがいのプレイヤーは、それぞれ、自分の番に、たねポケモン（ポケモンをのぞく）をベンチに出すたび、そのポケモンにダメカンを2個のせる。","Whenever any player puts a Basic non-{D} Pokémon onto their Bench during their turn, place 2 damage counters on that Pokémon."
"cmo1u8lbc3bzs5uee4jwfx5q5","勝利之證(冠軍)","ITEM","G","擲1次硬幣若為正面，則從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","",""
"cmo1u8enu30pr5ueejek2le37","寶可夢培育家","SUPPORTER","A","從自己的牌庫抽出2張。然後，將自己的戰鬥寶可夢恢復「20」HP。","自分の山札を2枚引く。その後、自分のバトルポケモンのHPを「20」回復する。",""
"cmo1u8lb83bzk5ueezs61onef","勝利之證(亞軍)","ITEM","G","擲1次硬幣若為正面，則從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","",""
"cmo1u8eo830qf5uee7z1s7zvv","究極空間","STADIUM","B","雙方玩家在自己的回合時，可使用1次，從自己的牌庫抽出1張「究極異獸」，在給對手看過後加入手牌。這個情況下，重洗牌庫。","",""
"cmo1u8lbf3bzw5ueecdktvvsh","勝利之證(季軍)","ITEM","G","擲1次硬幣若為正面，則從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","",""
"cmo1u6p1a02al5uee31q0d7bx","逆境保險","TOOL","I","若附有這張卡的寶可夢的弱點屬性與對手戰鬥寶可夢的屬性相同，則附有這張卡的寶可夢在戰鬥場受到對手的寶可夢招式的傷害時，從自己的牌庫抽出3張卡。","このカードをつけているポケモンの弱点のタイプと、相手のバトルポケモンのタイプが同じなら、このカードをつけているポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、自分の山札を3枚引く。",""
"cmo1u6piu034r5ueei3li4aad","吹火人","SUPPORTER","I","從自己的牌庫選擇最多7張「基本【火】能量」卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から「基本エネルギー」を7枚まで選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for up to 7 Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6pj7035f5ueeiy8pr9ci","對戰圓形競技場","STADIUM","I","雙方的所有備戰寶可夢，不會因對手的招式與特性的效果而被放置傷害指示物。[會受到招式的傷害。]","おたがいのベンチポケモン全員は、相手のワザや特性の効果で、ダメカンがのらない。［ワザのダメージは受ける。］","Prevent all damage counters from being placed on Benched Pokémon (both yours and your opponent’s) by effects of attacks and Abilities from the opponent’s Pokémon. (Damage from attacks is still taken.)"
"cmo1u6pc602t95ueegmcmkew9","衝浪海灘","STADIUM","I","雙方玩家在每個自己的回合時，可使用1次，可將自己的戰鬥場的【水】寶可夢與備戰區的【水】寶可夢互換。","おたがいのプレイヤーは、自分の番ごとに1回、自分のバトル場のポケモンを、ベンチのポケモンと入れ替えてよい。",""
"cmo1u6pcb02th5ueeuknx566v","神秘花園","STADIUM","I","雙方玩家在每個自己的回合時，可使用1次，若從手牌將1張能量卡丟棄，則可從牌庫抽卡直到自己手牌的張數與自己場上【超】寶可夢的數量相同為止。","おたがいのプレイヤーは、自分の番ごとに1回、手札からエネルギーを1枚トラッシュするなら、自分の手札の枚数が、自分の場のポケモンの数と同じ枚数になるように、山札を引いてよい。","Once during each player’s turn, that player may discard an Energy card from their hand in order to draw cards until they have as many cards in their hand as they have {P} Pokémon in play."
"cmo1u6pvr03r35ueek55jmdyu","赫普的包包","ITEM","I","從自己的牌庫選擇最多2張【基礎】寶可夢的「赫普的寶可夢」，放置於備戰區。並且重洗牌庫。","自分の山札からたねポケモンの「ホップのポケモン」を2枚まで選び、ベンチに出す。そして山札を切る。","Search your deck for up to 2 Basic Hop’s Pokémon and put them onto your Bench. Then, shuffle your deck."
"cmo1u6p1h02ax5ueeu9sukdz8","鬥子","SUPPORTER","I","從自己的牌庫選擇進化寶可夢卡與能量卡各1張，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から進化ポケモンとエネルギーを1枚ずつ選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for an Evolution Pokémon and an Energy card, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6pw503rr5ueeeie2d00d","電氣球","TOOL","I","附有這張卡的「皮卡丘【ex】」使用的招式，對對手的戰鬥場的「寶可夢【ex】」造成的傷害「+50」點。","このカードをつけている「ピカチュウex」が使うワザの、相手のバトル場の「ポケモンex」へのダメージは「+50」される。","Attacks used by the Pikachu {ex} this card is attached to do 50 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance)."
"cmo1u6pwe03s75ueey0qy2lol","渾厚鱗片","TOOL","I","附有這張卡的【龍】寶可夢，受到對手的【草】【火】【水】【雷】寶可夢招式的傷害「-50」點。","このカードをつけているポケモンが、相手のポケモンから受けるワザのダメージは「-50」される。","The {N} Pokémon this card is attached to takes 50 less damage from attacks from your opponent’s {G}, {R}, {W}, or {L} Pokémon (after applying Weakness and Resistance)."
"cmo1u6pby02sw5ueehb7dnh0q","阿塞蘿拉的惡作劇","SUPPORTER","I","這張卡只有在對手剩餘獎賞卡的張數為2張以下時才可使用。    選擇1隻自己的場上寶可夢。在下個對手的回合，那隻寶可夢不會受到對手的「寶可夢【ex】」招式的傷害與效果的影響。","このカードは、相手のサイドの残り枚数が2枚以下のときにしか使えない。自分の場のポケモンを1匹選ぶ。次の相手の番、そのポケモンは相手の「ポケモンex」からワザのダメージや効果を受けない。","You can use this card only if your opponent has 2 or fewer Prize cards remaining.  Choose 1 of your Pokémon in play. During your opponent's next turn, prevent all damage from and effects of attacks done to that Pokémon by your opponent's Pokémon {ex}."
"cmo1u6pir034n5ueet8bs42ms","高溫燃燒器","ITEM","I","這張卡必須從自己的手牌將1張「基本【火】能量」卡丟棄才可使用。  從對手的場上寶可夢身上附加的「寶可夢道具」卡「特殊能量」卡與場上的「競技場」卡中選擇1張，將其丟棄。","このカードは、自分の手札から「基本エネルギー」を1枚トラッシュしなければ使えない。相手の場のポケモンについている「ポケモンのどうぐ」「特殊エネルギー」と場に出ている「スタジアム」の中から1枚選び、トラッシュする。","You can use this card only if you discard a Basic {R} Energy card from your hand.  Discard a Pokémon Tool or Special Energy card from 1 of your opponent’s Pokémon, or discard a Stadium in play."
"cmo1u6pj5035b5uee4ycc54fe","越橘的一步棋","SUPPORTER","I","查看自己的牌庫上方7張卡，從其中選擇1張【惡】寶可夢卡，放置於備戰區。將剩餘卡全部翻回反面並重洗，放回牌庫下方。（無法在自己的最初回合使用。）","自分の山札を上から7枚見て、その中からポケモンを1枚選び、ベンチに出す。残りのカードはすべてウラにして切り、山札の下にもどす。（最初の自分の番には使えない。）","Look at the top 7 cards of your deck and put a {D} Pokémon you find there onto your Bench. Shuffle the other cards and put them on the bottom of your deck. You can’t use this card during your first turn."
"cmo1u7bt715lf5ueedtcpoilz","野餐籃","ITEM","G","將雙方的所有寶可夢各恢復「30」HP。","おたがいのポケモン全員のHPを、それぞれ「30」回復する。","Heal 30 damage from each Pokémon (both yours and your opponent’s)."
"cmo1u6pws03sv5ueetkm8luiy","巴貝娜與荷蓮娜","SUPPORTER","I","這張卡必須自己的場上有「N的達摩狒狒」「N的索羅亞克【ex】」「N的雙倍多多冰」「N的齒輪怪」「N的萊希拉姆」「N的捷克羅姆」，才可使用。  在這個回合，若對手的戰鬥寶可夢因自己的「N的寶可夢」使用的招式的傷害而【昏厥】了，則多獲得3張獎賞卡。","このカードは、自分の場に「Nのヒヒダルマ」「Nのゾロアークex」「Nのバイバニラ」「Nのギギギアル」「Nのレシラム」「Nのゼクロム」がいなければ使えない。この番、自分の「Nのポケモン」が使うワザのダメージで、相手のバトルポケモンがきぜつしたなら、サイドを3枚多くとる。","You can use this card only if you have N’s Darmanitan, N’s Zoroark {ex}, N’s Vanilluxe, N’s Klinklang, N’s Reshiram, and N’s Zekrom in play.  During this turn, if your opponent’s Active Pokémon is Knocked Out by damage from an attack used by your N’s Pokémon, take 3 more Prize cards."
"cmp2dg1p22unl116c2wo6hrvn","N的城堡","STADIUM","I","雙方場上所有「N的寶可夢」【撤退】所需的能量全部消除。","おたがいの場の「Nのポケモン」全員のにげるためのエネルギーは、すべてなくなる。","N’s Pokémon in play (both yours and your opponent’s) have no Retreat Cost."
"cmo1u6pxw03ur5uee6tthngs6","夜間礦山","STADIUM","I","雙方場上所有「太晶」寶可夢使用招式所需的能量，各增加1個【無】能量。","おたがいの場の「テラスタル」のポケモン全員は、ワザを使うためのエネルギーが、それぞれエネルギー1個ぶん多くなる。","Attacks used by each Tera Pokémon in play (both yours and your opponent’s) cost {C} more."
"cmo1u6pwp03sr5uee0cpaqm2t","卡娜莉","SUPPORTER","I","這張卡必須將自己的1張手牌丟棄才可使用。   從自己的牌庫選擇最多4張【雷】寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","このカードは、自分の手札を1枚トラッシュしなければ使えない。自分の山札からポケモンを4枚まで選び、相手に見せて、手札に加える。そして山札を切る。","You can use this card only if you discard another card from your hand.  Search your deck for up to 4 {L} Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6yfo0iku5uee5alblkxd","夏科婭","SUPPORTER","E","選擇最多3張自己的獎賞卡加入手牌。然後，從手牌選擇與加入的張數相同數量的卡，反面朝上作為獎賞卡放置。","©Pokémon. ©Nintendo/Creatures Inc./GAME FREAK inc.ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。このホームページに掲載された画像その他の内容の無断転載はお断りします。",""
"cmo1u6pvy03rf5ueec1ce669d","捕蟲組合","ITEM","H","查看自己的牌庫上方7張卡，從其中選擇【草】寶可夢卡與「基本【草】能量」卡合計最多2張，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","自分の山札を上から7枚見て、その中からポケモンと「基本エネルギー」を合計2枚まで選び、相手に見せて、手札に加える。残りのカードは山札にもどして切る。","Look at the top 7 cards of your deck. You may reveal up to 2 in any combination of {G} Pokémon and Basic {G} Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck."
"cmo1u8jir39115ueeaeyc05ps","尖釘鎮","STADIUM","D","雙方玩家在自己的回合，每次自己的戰鬥寶可夢回到備戰區時，在回到備戰區的寶可夢身上放置2個傷害指示物。","",""
"cmo1u6pwx03t35uee7wsukdlv","火箭隊的雅典娜","SUPPORTER","I","從牌庫抽卡直到自己的手牌滿5張為止。若自己的所有場上寶可夢皆為「火箭隊的寶可夢」，則抽卡直到滿8張為止。","自分の手札が5枚になるように、山札を引く。自分の場のポケモン全員が「ロケット団のポケモン」なら、8枚になるように引く。","Draw cards until you have 5 cards in your hand. If all of your Pokémon in play are Team Rocket’s Pokémon, draw cards until you have 8 cards in your hand instead."
"cmo1u6px803tn5ueerkmcwe66","火箭隊的坂木","SUPPORTER","I","將自己的戰鬥場的「火箭隊的寶可夢」與備戰區的「火箭隊的寶可夢」互換。然後，選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。","自分のバトル場の「ロケット団のポケモン」を、ベンチの「ロケット団のポケモン」と入れ替える。その後、相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。","Switch your Active Team Rocket’s Pokémon with 1 of your Benched Team Rocket’s Pokémon. If you do, switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
"cmo1u8jii390l5ueed7bb4gxr","迷光森林","STADIUM","D","雙方玩家在每個自己的回合時，可使用1次。因自己的寶可夢的招式而擲硬幣時，可將擲硬幣的結果全部消除，重新擲硬幣。","",""
"cmo1u6pxu03un5ueep3z7zza5","火箭隊的監視塔","STADIUM","I","雙方場上所有【無】寶可夢的特性全部消除。","おたがいの場のポケモン全員の特性は、すべてなくなる。","{C} Pokémon in play (both yours and your opponent’s) have no Abilities."
"cmo1u6pxf03tz5ueenhw70loq","引力山岳","STADIUM","H","雙方場上所有【2階進化】寶可夢的最大HP各「-30」。","おたがいの場の2進化ポケモン全員の最大HPは、それぞれ「-30」される。","Each Stage 2 Pokémon in play (both yours and your opponent’s) gets -30 HP."
"cmo1u6rcw06bn5ueea7f0bxvl","空手道王的演練","SUPPORTER","H","在這個回合，自己的寶可夢使用的招式，對對手的戰鬥場的「寶可夢【ex】」造成的傷害「+40」點。","この番、自分のポケモンが使うワザの、相手のバトル場の「ポケモンex」へのダメージは「+40」される。","During this turn, attacks used by your Pokémon do 40 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance)."
"cmo1u6pvi03qm5ueenbck24hx","太晶珠","ITEM","H","從自己的牌庫選擇1張「太晶」寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から「テラスタル」のポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for a Tera Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
"cmo1u7ozd1s1z5ueea9mqtafd","由紫","SUPPORTER","J","將自己的1隻【超】寶可夢恢復「150」HP。","自分のポケモン1匹のHPを「150」回復する。","Heal 150 damage from 1 of your {P} Pokémon."
"cmo1u6ziw0kfe5ueewyarnu4k","芭內特博士","SUPPORTER","E","從自己的牌庫任意選擇最多2張卡，將其丟棄。並且重洗牌庫。","©Pokémon. ©Nintendo/Creatures Inc./GAME FREAK inc.ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。このホームページに掲載された画像その他の内容の無断転載はお断りします。",""
"cmo1u7c6x16725ueebtx5bf29","坂木的領導力[支援者]","SUPPORTER","G","選擇1個對手的戰鬥寶可夢身上附加的能量，放回對手的手牌。然後，從自己的手牌選擇1張能量卡，附於戰鬥寶可夢身上。","相手のバトルポケモンについているエネルギーを1個選び、相手の手札にもどす。その後、自分の手札からエネルギーを1枚選び、バトルポケモンにつける。","Put an Energy attached to your opponent’s Active Pokémon into their hand. If you do, attach an Energy card from your hand to your Active Pokémon."
"cmo1u8jsd39g05uee4e98f637","加油Y型喇叭","ITEM","D","將雙方的戰鬥寶可夢【混亂】。","",""
"cmo1u8jsw39gw5ueeawru4mr4","稀有化石","ITEM","D","這張卡可作為HP70的【無】屬性的【基礎】寶可夢放置於場上。若在自己的回合中，則可將場上的這張卡丟棄。這張卡不會陷入特殊狀態，無法撤退。 | 在自己的回合時，物品卡可不限張數使用。","",""
"cmo1u8jsu39gs5ueepbrimm43","英雄獎牌","TOOL","D","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。","",""
"cmp2dfz7n2r5c116co3fk0oux","大地之容器","ITEM","G","這張卡必須將自己的1張手牌丟棄才可使用。      從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。","このカードは、自分の手札を1枚トラッシュしなければ使えない。自分の山札から基本エネルギーを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。","You can use this card only if you discard another card from your hand.    Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u8jtf39ho5ueem0rqys89","養鳥人","SUPPORTER","D","將自己的戰鬥寶可夢與備戰寶可夢互換。然後，從自己的牌庫抽出3張卡。","自分のバトルポケモンをベンチポケモンと入れ替える。その後、自分の山札を3枚引く。",""
"cmo1u6rcl06b35ueesxf13f83","阿杏的秘招","SUPPORTER","H","選擇最多2隻自己的【惡】寶可夢，從自己的牌庫附給那些寶可夢各1張「基本【惡】能量」卡。並且重洗牌庫。附於戰鬥寶可夢身上的情況下，將那隻寶可夢【中毒】。","自分のポケモンを2匹まで選び、自分の山札から「基本エネルギー」を1枚ずつつける。そして山札を切る。バトルポケモンにつけた場合、そのポケモンをどくにする。","Choose up to 2 of your {D} Pokémon. For each of those Pokémon, search your deck for a Basic {D} Energy card and attach it to that Pokémon. Then, shuffle your deck. If you attached Energy to your Active Pokémon in this way, it is now Poisoned."
"cmo1u7ozb1s1v5uee1bcyoaem","鳴依的勉勵","SUPPORTER","J","這張卡只有在自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多時才可使用。  從自己的棄牌區選擇最多2張基本能量卡，附於自己的1隻【2階進化】寶可夢身上。","このカードは、自分のサイドの残り枚数が、相手のサイドの残り枚数より多いときにしか使えない。自分のトラッシュから基本エネルギーを2枚まで選び、自分の2進化ポケモン1匹につける。","You can use this card only if you have more Prize cards remaining than your opponent.  Attach up to 2 Basic Energy cards from your discard pile to 1 of your Stage 2 Pokémon."
"cmo1u6rdl06cv5uee0nrg2u21","丹瑜","SUPPORTER","H","這張卡可在先攻玩家的最初回合使用。   將自己的手牌全部丟棄，從牌庫抽出5張卡。","このカードは、先攻プレイヤーの最初の番でも使える。自分の手札をすべてトラッシュし、山札を5枚引く。","If you go first, you may use this card during your first turn.    Discard your hand and draw 5 cards."
"cmo1u79oc11wz5ueegshxt2hy","秋明","SUPPORTER","G","這張卡只有在對手的戰鬥寶可夢【中毒】時才可使用。   將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出7張卡。","このカードは、相手のバトルポケモンがどくのときにしか使えない。自分の手札をすべて山札にもどして切る。その後、山札を7枚引く。",""
"cmo1u7oyu1s135ueeauon2n4e","陳舊的顎之化石","ITEM","J","只要這隻寶可夢在戰鬥場上，對手的戰鬥寶可夢使用的招式的傷害「-30」點。","このポケモンがバトル場にいるかぎり、相手のバトルポケモンが使うワザのダメージは「-30」される。","Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.  At any time during your turn, you may discard this card from play."
"cmo1u7oyx1s175uee7s2v3r3n","陳舊的鰭之化石","ITEM","J","對手從手牌使出支援者卡時，這隻寶可夢不會受到那個效果的影響。","このポケモンは、相手が手札からサポートを出して使ったとき、その効果を受けない。","Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.  At any time during your turn, you may discard this card from play."
"cmo1u7oz41s1j5ueeo4e4hjo4","核心記憶碟","TOOL","J","附有這張卡的「超級基格爾德【ex】」可使用這張卡上寫的招式。[需要有足夠使用招式的能量。]","このポケモンについているエネルギーを、すべてトラッシュする。","The Mega Zygarde {ex} this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.)"
"cmo1u6ra1066q5ueecbb41d7i","寶可平板","ITEM","J","從自己的牌庫選擇1張寶可夢卡（「擁有規則的寶可夢」除外），在給對手看過後加入手牌。並且重洗牌庫。","自分の山札からポケモン（「ルールを持つポケモン」をのぞく）を1枚選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for a Pokémon that doesn’t have a Rule Box, reveal it, and put it into your hand. Then, shuffle your deck. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
"cmo1u7ozg1s235ueetuj4e8u3","密阿雷市","STADIUM","J","雙方玩家在每個自己的回合時，可使用1次，可從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。若使用了這個效果，則自己的回合結束。","おたがいのプレイヤーは、自分の番ごとに1回、自分の山札からたねポケモンを1枚選び、ベンチに出してよい。そして山札を切る。この効果を使ったなら、自分の番は終わる。","Once during each player’s turn, that player may search their deck for a Basic Pokémon and put it onto their Bench. Then, that player shuffles their deck. If a player searches their deck in this way, their turn ends."
"cmo1u7cuj17ce5ueeugfj3k8e","災禍雪山","STADIUM","G","雙方玩家每次從自己的手牌將能量卡附於【基礎】寶可夢（【水】寶可夢除外）身上時，在那隻寶可夢身上放置2個傷害指示物。","おたがいのプレイヤーは、それぞれ、自分の手札からエネルギーをたねポケモン（ポケモンをのぞく）につけるたび、そのポケモンにダメカンを2個のせる。",""
"cmo1u6s1u07jb5ueejmt9hyqg","超級球","ITEM","G","查看自己的牌庫上方7張卡，從其中選擇1張寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","自分の山札を上から7枚見る。その中からポケモンを1枚選び、相手に見せてから、手札に加えてよい。残りのカードは山札にもどし、山札を切る。",""
"cmo1u8jt839hg5ueewf9u6htd","寶可夢培育家的育成","SUPPORTER","D","選擇最多2隻自己的場上寶可夢，從自己的牌庫選擇從那些寶可夢進化而來的卡各1張，放置於各自身上完成進化。並且重洗牌庫。（無法對自己的最初回合與剛使出的寶可夢使用。）","",""
"cmo1u7p6t1sem5uees2zgkm0j","特殊紅牌","ITEM","J","這張卡只有在對手剩餘獎賞卡的張數為3張以下時才可使用。  對手將對手自己的手牌全部翻回反面並重洗，放回牌庫下方。然後，對手從牌庫抽出3張卡。","このカードは、相手のサイドの残り枚数が3枚以下のときにしか使えない。相手は相手自身の手札をすべてウラにして切り、山札の下にもどす。その後、相手は山札を3枚引く。",""
"cmp2dgdlo3b89116c42fzm7lp","AZ的平和","SUPPORTER","J","將自己的戰鬥寶可夢與備戰寶可夢互換。將「寶可夢【ex】」換入備戰區的情況下，將那隻寶可夢恢復「80」HP。","自分のバトルポケモンをベンチポケモンと入れ替える。「ポケモンex」をベンチに入れ替えた場合、そのポケモンのHPを「80」回復する。",""
"cmo1u6pvn03qv5ueeiys0w3ps","道具拆除器","ITEM","I","選擇最多2張雙方的場上寶可夢身上附加的「寶可夢道具」卡，將其丟棄。","おたがいの場のポケモンについている「ポケモンのどうぐ」を2枚まで選び、トラッシュする。","Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.  At any time during your turn, you may discard this card from play."
"cmo1u7cu017bi5ueex3g67472","戰鬥牛奶","ITEM","G","這張卡只有在自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多時才可使用。 將自己的1隻寶可夢恢復「60」HP。","このカードは、自分のサイドの残り枚数が、相手のサイドの残り枚数より多いときにしか使えない。自分のポケモン1匹のHPを「60」回復する。","You can use this card only if you have more Prize cards remaining than your opponent.Heal 60 damage from 1 of your Pokémon."
