"primary card id","chinese name","pokedex id","field type","規格標記","chinese text","jp text","eng text"
"cmobmw41c1q2c2pc7eevxklxe","雷公","0243","attack","I","若自己的場上的【雷】能量有4個以上，則增加90點傷害。","自分の場にエネルギーが4個以上あるなら、90ダメージ追加。","If you have at least 4 {L} Energy in play, this attack does 90 more damage."
"cmobmwaar202k2pc7dird5lao","黏美兒","0705","attack","E","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。","コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。","Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
"cmo1u8jae38n65uee8y9ze874","蜻蜻蜓","0193","attack","D","若希望，將這隻寶可夢與備戰寶可夢互換。","のぞむなら、このポケモンをベンチポケモンと入れ替える。","You may switch this Pokémon with 1 of your Benched Pokémon."
"cmobmw45s1q9m2pc7w3kazls9","霸王花","0045","attack","I","將對手的戰鬥寶可夢【中毒】與【睡眠】。 | 在這個回合，若這隻寶可夢恢復了HP，則增加120點傷害。","相手のバトルポケモンをどくとねむりにする。 | この番に、このポケモンのHPを回復していたなら、120ダメージ追加。","Your opponent’s Active Pokémon is now Asleep and Poisoned. | If this Pokémon was healed during this turn, this attack does 120 more damage."
"cmo1u6xwr0ho05ueegfq1vc44","刺龍王","0230","ability","E","每次當自己的戰鬥寶可夢受到對手的寶可夢招式的傷害而【氣絕】時，可使用1次。選擇【氣絕】的寶可夢身上附加的任意數量的【水】能量，改附於這隻寶可夢身上。","自分のバトルポケモンが、相手のポケモンからワザのダメージを受けてきぜつするたび、1回使える。きぜつしたポケモンについているエネルギーを好きなだけ選び、このポケモンにつけ替える。","When your Active Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon, you may move any amount of {W} Energy from that Pokémon to this Pokémon."
"cmobmw4841qdg2pc7fkk543nl","木棉球","0546","attack","I","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。",""
"cmobmw49v1qgd2pc7301tbe7d","鋁鋼橋龍","1018","attack","I","在下個對手的回合，這隻寶可夢不會受到【基礎】寶可夢招式的傷害。","次の相手の番、このポケモンはたねポケモンからワザのダメージを受けない。","During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
"cmo1u7o0b1qdp5ueeg8mmza0k","呆火駝","0322","ability","I","這隻寶可夢在戰鬥場上受到對手的寶可夢招式的傷害時，將使用招式的寶可夢【灼傷】。","このポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、ワザを使ったポケモンをやけどにする。","If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned."
"cmo1u7o491qke5ueezr90t7so","火箭隊的地鼠","0050","attack","I","擲硬幣直到出現反面，將對手的牌庫上方與正面出現的次數相同數量的卡丟棄。","ウラが出るまでコインを投げ、オモテの数ぶん、相手の山札を上からトラッシュする。",""
"cmo1u7yg328a85uee7sqruzno","怪力","0068","ability","G","這隻寶可夢受到招式的傷害而【昏厥】時，自己擲1次硬幣。若為正面，則這隻寶可夢不會【昏厥】，而是以剩餘HP為「10」的狀態留在場上。","このポケモンが、ワザのダメージを受けてきぜつするとき、自分はコインを1回投げる。オモテなら、このポケモンはきぜつせず、残りHPが「10」の状態で場に残る。","If this Pokémon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokémon is not Knocked Out, and its remaining HP becomes 10."
"cmp2dgb9s386m116c09an7jzm","奇樹的電海燕","","attack","I","擲1次硬幣若為正面，則增加20點傷害。","コインを1回投げオモテなら、20ダメージ追加。","Flip a coin. If heads, this attack does 20 more damage."
"cmo1u8jlm395q5ueed1ogwyqv","落雷獸","0309","attack","D","從自己的牌庫抽出1張卡。","","Draw a card."
"cmo1u8ko53aw55ueevo8zp00l","安瓢蟲","0166","attack","E","從自己的牌庫抽出2張卡。 | 選擇1個這隻寶可夢身上附加的能量，將其丟棄。","","Draw 2 cards. | Discard an Energy from this Pokémon."
"cmo1u7o4f1qkq5ueexxbw9zjm","恰雷姆","0308","attack","I","若自己的手牌不是7張，則這個招式失敗。","自分の手札が7枚でないなら、このワザは失敗。","If you don’t have exactly 7 cards in your hand, this attack does nothing."
"cmp2dfx6v2ocw116ctxxdegu3","煤炭龜","","attack","G","擲與這隻寶可夢身上附加的【火】能量的數量相同次數的硬幣，造成正面出現的次數×80點傷害。","このポケモンについているエネルギーの数ぶんコインを投げ、オモテの数×80ダメージ。","Flip a coin for each {R} Energy attached to this Pokémon. This attack does 80 damage for each heads."
"cmo1u7o861qr35ueemygxmmc6","赫普的毛毛角羊","0832","ability","I","在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。","自分の番に、このカードを手札から出して進化させたとき、1回使える。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
"cmo1u8jb638ob5uee7sog2per","木木梟","0722","ability","D","在這個回合，若從自己的手牌使出了「養鳥人」，則這隻寶可夢使用招式所需的能量全部消除。","この番、自分の手札から「とりつかい」を出して使っていたなら、このポケモンがワザを使うためのエネルギーは、すべてなくなる。","If you played Bird Keeper from your hand during this turn, ignore all Energy in this Pokémon’s attack costs."
"cmo1u7o881qr75uee6rhzq95a","赫普的古月鳥","0845","attack","I","若對手剩餘獎賞卡的張數不是4張・3張，則這個招式失敗。","相手のサイドの残り枚数が4枚・3枚でないなら、このワザは失敗。","If your opponent doesn’t have exactly 3 or 4 Prize cards remaining, this attack does nothing."
"cmo1u8jjv392x5uee6ecpzz39","火稚雞","0255","attack","D","從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","","Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
"cmo1u7yjz28gx5ueepf17jg4h","肯泰羅","0128","attack","E","從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。 | 增加這隻寶可夢身上放置的傷害指示物的數量×10點傷害。","自分の山札からたねポケモンを1枚選び、ベンチに出す。そして山札を切る。 | このポケモンにのっているダメカンの数×10ダメージ追加。","Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck. | Flip a coin until you get tails. This attack does 30 more damage for each heads."
"cmo1u8jjt392t5ueevsi1940e","力壯雞","0256","attack","D","將對手的戰鬥寶可夢【灼傷】。","","Your opponent’s Active Pokémon is now Burned."
"cmo1u820t2edv5ueel0l6bt7y","霜奶仙","0869","attack","H","從自己的牌庫選擇與這隻寶可夢身上附加的基本能量卡相同屬性的寶可夢卡合計最多5張，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から、このポケモンについている基本エネルギーと同じタイプのポケモンを合計5枚まで選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u6ycc0if15ueempk76kg0","愛心魚","0370","attack","E","將自己的手牌全部放回牌庫並重洗。然後，從自己的牌庫抽出與對手的手牌張數相同數量的卡。","自分の手札をすべて山札にもどして切る。その後、相手の手札の枚数ぶん、自分の山札を引く。",""
"cmo1u6ycn0ifl5ueetb6vttz6","咩利羊","0179","attack","E","在下個對手的回合，受到這個招式的寶可夢使用招式的傷害「-20」點。","次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-20」される。",""
"cmo1u7o571qm25ueeg4ajsxis","巨炭山","0839","attack","I","對手的1隻寶可夢受到140點傷害。若自己的棄牌區沒有「基本【鬥】能量」卡10張以上，則這個招式失敗。[在備戰區不計算弱點・抵抗力。] | 選擇3個這隻寶可夢身上附加的能量，將其丟棄。","相手のポケモン1匹に、140ダメージ。自分のトラッシュに「基本エネルギー」が10枚以上ないなら、このワザは失敗。［ベンチは弱点・抵抗力を計算しない。］ | このポケモンについているエネルギーを3個選び、トラッシュする。",""
"cmo1u6v5y0cxq5ueeh48ekjft","顫弦蠑螈","0849","ability","E","若自己的所有場上寶可夢皆為「匯流」寶可夢則生效。只要這隻寶可夢在場上，對手的場上的所有「寶可夢【VMAX】」的最大HP各減少「30」。","自分の場のポケモン全員が「フュージョン」のポケモンなら、はたらく。このポケモンがいるかぎり、相手の場の「ポケモンVMAX」全員の最大HPは、それぞれ「30」小さくなる。","If all your Pokémon in play are Fusion Strike Pokémon, your opponent’s Pokémon {VMAX} in play get -30 HP."
"cmo1u8jlh395i5ueegf8e0mua","雷電獸","0310","ability","D","在自己的回合，當從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫抽出3張卡。","","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may draw 3 cards."
"cmo1u7o191qf95uee0gn0r3ub","超級雪妖女ex","0478","attack","I","造成對手的手牌的張數×50點傷害。 | 將對手的戰鬥寶可夢【睡眠】。","相手の手札の枚数×50ダメージ。 | 相手のバトルポケモンをねむりにする。","This attack does 50 damage for each card in your opponent’s hand. | Your opponent’s Active Pokémon is now Asleep."
"cmp2dfxf92ooc116c3802wsxh","獒教父","","ability","G","在自己的回合時可使用1次。將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","自分の番に1回使える。相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］","Once during your turn, you may switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
"cmo1u7o061qdh5ueeh7hlxt13","炎帝","0244","attack","I","若自己的場上的【火】能量有4個以上，則增加90點傷害。","自分の場にエネルギーが4個以上あるなら、90ダメージ追加。","If you have at least 4 {R} Energy in play, this attack does 90 more damage."
"cmo1u8koa3awd5ueemer42qx4","芭瓢蟲","0165","attack","E","從自己的牌庫抽出1張卡。","","Draw a card."
"cmo1u7o0e1qdt5ueerd9openr","噴火駝","0323","attack","I","若對手的戰鬥寶可夢沒有【灼傷】，則這個招式失敗。 | 選擇2個這隻寶可夢身上附加的能量，將其丟棄。","相手のバトルポケモンがやけどでないなら、このワザは失敗。 | このポケモンについているエネルギーを2個選び、トラッシュする。","If your opponent’s Active Pokémon isn’t Burned, this attack does nothing. | Discard 2 Energy from this Pokémon."
"cmo1u7yd1284v5ueez7484kcc","拉達","0020","attack","G","增加對手的戰鬥寶可夢身上放置的傷害指示物的數量×30點傷害。","相手のバトルポケモンにのっているダメカンの数×30ダメージ追加。",""
"cmp2dfxqu2p4i116cjb8tv72i","納噬草","","attack","G","將這隻寶可夢恢復「10」HP。","このポケモンのHPを「10」回復する。","Heal 10 damage from this Pokémon."
"cmo1u7o2v1qi15ueea2pff9a3","火箭隊的蛋蛋","0102","attack","I","擲1次硬幣若為正面，則增加20點傷害。","コインを1回投げオモテなら、20ダメージ追加。","Flip a coin. If heads, this attack does 20 more damage."
"cmo1u7yd828575uee7n13x0qk","阿柏蛇","0023","attack","G","擲1次硬幣若為正面，則選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。","コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。",""
"cmp2dgb62381o116ct9pl9za8","拉魯拉絲","","attack","I","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。","Draw a card."
"cmo1u8k5n3a0v5ueewd05nous","風速狗","0059","ability","D","若這隻寶可夢身上附有「燃燒圍巾」，則這隻寶可夢的最大HP增加「100」。","このポケモンに「燃えるスカーフ」がついているなら、このポケモンの最大HPは「100」大きくなる。","If this Pokémon has a Burning Scarf attached, it gets +100 HP."
"cmo1u8jrv39fc5uee308cjmvm","波克基斯V","0468","attack","D","若對手的戰鬥寶可夢為進化寶可夢，則增加70點傷害。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u7o4p1ql65ueewzi0ah89","竹蘭的尖牙陸鯊","0444","ability","I","在自己的回合時可使用1次。從自己的牌庫選擇1張「竹蘭的寶可夢」，在給對手看過後加入手牌。並且重洗牌庫。","自分の番に1回使える。自分の山札から「シロナのポケモン」を1枚選び、相手に見せて、手札に加える。そして山札を切る。","Once during your turn, you may search your deck for a Cynthia’s Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
"cmo1u7yl728iy5ueeqh0ewsxt","火焰鳥","0146","ability","G","若這隻寶可夢身上附有【火】能量卡，則這隻寶可夢【撤退】所需的能量全部消除。","このポケモンにエネルギーがついているなら、このポケモンのにげるためのエネルギーは、すべてなくなる。","If this Pokémon has any {R} Energy attached, it has no Retreat Cost. | Discard 2 {R} Energy from this Pokémon. This attack does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7pez1sss5ueenr9crcn7","斗笠菇","0286","attack","I","擲硬幣直到出現反面，增加正面出現的次數×50點傷害。 | 將這隻寶可夢恢復「30」HP。","ウラが出るまでコインを投げ、オモテの数×50ダメージ追加。 | このポケモンのHPを「30」回復する。","Flip a coin until you get tails. This attack does 50 more damage for each heads. | Heal 30 damage from this Pokémon."
"cmo1u8js239fk5ueeabp23ppm","喇叭啄鳥","0732","ability","D","在自己的回合，當從手牌使出這張卡並完成進化時，可使用1次。查看自己的牌庫上方3張卡，選擇其中任意數量的基本能量卡，以任意方式附於自己的寶可夢身上。將剩餘卡放回牌庫並重洗。","","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may look at the top 3 cards of your deck and attach any number of basic Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck."
"cmo1u7o791qpj5ueezsk8fbhh","N的萊希拉姆","0643","attack","I","造成這隻寶可夢身上放置的傷害指示物的數量×20點傷害。","このポケモンにのっているダメカンの数×20ダメージ。","This attack does 20 damage for each damage counter on this Pokémon."
"cmo1u7owl1rx75ueeewkf6r56","超能妙喵","0678","attack","J","將對手的戰鬥寶可夢【混亂】。 | 增加對手的戰鬥寶可夢身上附加的能量的數量×30點傷害。","相手のバトルポケモンをこんらんにする。 | 相手のバトルポケモンについているエネルギーの数×30ダメージ追加。","This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon."
"cmp2dgba9387a116ckdzez2u3","木木梟","","attack","J","從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札からポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u7v9922qs5uee1zn8chk7","噬沙堡爺","0770","attack","E","若對手的戰鬥寶可夢為【基礎】寶可夢，則將那隻寶可夢【氣絕】。","相手のバトルポケモンがたねポケモンなら、そのポケモンをきぜつさせる。",""
"cmo1u6wtm0fu45ueen8dscdu2","麻麻小魚","0602","ability","D","若這隻寶可夢身上附有能量，則這隻寶可夢【撤退】所需的能量全部消除。","このポケモンにエネルギーがついているなら、このポケモンのにげるためのエネルギーは、すべてなくなる。","If this Pokémon has any Energy attached, it has no Retreat Cost."
"cmo1u8jlu39625ueefssprlio","捷克羅姆","0644","attack","D","這隻寶可夢也受到60點傷害。將對手的戰鬥寶可夢【麻痺】。","","This Pokémon also does 60 damage to itself. Your opponent’s Active Pokémon is now Paralyzed."
"cmo1u75r20v7s5ueeqcdln8t8","月石","0337","ability","B","只要自己的場上有「太陽岩」，將雙方的場上的【火】寶可夢（「寶可夢GX・EX」除外）的特性全部消除。","自分の場に「ソルロック」がいるなら、おたがいの場のポケモン（「ポケモンGX・EX」をのぞく）の特性は、すべてなくなる。",""
"cmo1u8je338t05ueeeg86mjok","哥德寶寶","0574","attack","D","查看對手的牌庫上方5張卡，以任意順序排列，放回牌庫上方。","","Look at the top 5 cards of your opponent’s deck and put them back in any order."
"cmo1u70v80mr15ueeee9o91da","薩戮德","0893","attack","E","擲1次硬幣若為正面，則增加30點傷害。","コインを1回投げオモテなら、30ダメージ追加。","Flip a coin. If heads, this attack does 30 more damage."
"cmo1u6ycx0ig15uee26ls3bmr","捷拉奧拉V","0807","attack","E","在上個自己的回合，若這隻寶可夢以外的「連擊」寶可夢使用了招式，則對手的1隻備戰寶可夢也受到160點傷害。[在備戰區不計算弱點・抵抗力。] | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","前の自分の番、このポケモン以外の「れんげき」のポケモンがワザを使っていたなら、相手のベンチポケモン1匹にも、160ダメージ。［ベンチは弱点・抵抗力を計算しない。］",""
"cmo1u8i1236i95ueepjthmiq0","豪力","0067","attack","D","擲1次硬幣若為正面，則增加70點傷害。","","Flip a coin. If heads, this attack does 70 more damage."
"cmo1u7pix1szl5ueevc20d9y2","烈焰馬","0078","ability","I","在自己的回合時可使用1次。從自己的牌庫抽出1張卡。","自分の番に1回使える。自分の山札を1枚引く。","Once during your turn, you may draw a card."
"cmo1u7un421ou5uee03syx5yt","遠古巨蜓","0469","attack","E","這隻寶可夢也受到30點傷害。","このポケモンにも30ダメージ。","This Pokémon also does 30 damage to itself."
"cmo1u7pdy1sr05uee6of6dnpr","巨蔓藤","0465","ability","H","這隻寶可夢受到招式的傷害「-30」點。","このポケモンが受けるワザのダメージは「-30」される。","This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
"cmo1u8i2o36l15ueewvqhmm5x","堅果啞鈴","0598","attack","D","造成這隻寶可夢身上附加的【鋼】能量的數量×30點傷害。將這隻寶可夢與備戰寶可夢互換。","",""
"cmo1u7pmf1t5m5ueeakkpuf9r","骨紋巨聲鱷","0911","attack","H","這隻寶可夢不會受到對手的寶可夢使用招式的效果的影響。 | 增加雙方的備戰寶可夢的數量×20點傷害。","おたがいのベンチポケモンの数×20ダメージ追加。","This attack does 20 more damage for each Benched Pokémon (both yours and your opponent’s)."
"cmo1u8ked3afm5ueeb7rj95ri","熱帶龍","0357","attack","E","從自己的棄牌區選擇最多2張【草】能量卡，以任意方式附於備戰寶可夢身上。","","Attach up to 2 {G} Energy cards from your discard pile to your Benched Pokémon in any way you like."
"cmobmw41j1q2o2pc7sus2b1ws","帕奇利茲","0417","attack","I","在下個對手的回合，每次對手從手牌將能量卡附於受到這個招式的寶可夢身上時，在那隻寶可夢身上放置8個傷害指示物。","次の相手の番、このワザを受けたポケモンに、相手が手札からエネルギーをつけるたび、そのポケモンにダメカンを8個のせる。",""
"cmo1u8j6n38h55uee9qujli98","音箱蟀V","0402","ability","E","在自己的回合時，可使用1次。從牌庫抽卡直到自己的手牌滿3張為止。若這隻寶可夢在戰鬥場上，則抽卡直到滿4張為止。在這個回合，若已經使出了其他的「激動舞台」，則這個特性無法使用。","",""
"cmo1u8kah3a8x5ueecqbjyjbm","百變怪V","0132","ability","D","在自己的回合時可使用1次。從自己的棄牌區選擇1張【基礎】寶可夢的「寶可夢【V】」卡，與這隻寶可夢互換（所附加的卡・傷害指示物・特殊狀態・效果等全部保留）。將這隻寶可夢丟棄。","",""
"cmo1u7nch1p8l5ueeniv57pc1","<火箭隊的>超夢ex","0150","ability","I","只有在自己的場上的「火箭隊的寶可夢」數量為4隻以上時，這隻寶可夢才可使用招式。","自分の場の「ロケット団のポケモン」が4匹以上のときにしか、このポケモンはワザが使えない。","This Pokémon can’t attack unless you have 4 or more Team Rocket’s Pokémon in play."
"cmo1u8kep3ag65ueeifd6x206","偽螳草","0753","attack","E","擲硬幣直到出現反面，造成正面出現的次數×20點傷害。","",""
"cmo1u8kf93ah25ueelvnui7qs","比克提尼V","0494","attack","E","若對手的戰鬥寶可夢為「寶可夢【V】」，則增加50點傷害。 | 將這隻寶可夢身上附加的能量全部丟棄。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u7pm81t5a5ueel4rrxmz5","焚焰蚣","0851","attack","H","自己的所有備戰寶可夢也各受到30點傷害。[在備戰區不計算弱點・抵抗力。]","自分のベンチポケモン全員にも、それぞれ30ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack also does 30 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7pmc1t5i5uee24g6vasb","炙燙鱷","0910","attack","H","擲1次硬幣若為正面，則增加50點傷害。","コインを1回投げオモテなら、50ダメージ追加。","Flip a coin. If heads, this attack does 50 more damage."
"cmo1u8kf13agq5ueeexafwwq2","熔蟻獸","0631","attack","E","擲2次硬幣，選擇與正面出現的次數相同數量的對手的戰鬥寶可夢身上附加的能量，將其丟棄。","","Flip 2 coins. For each heads, discard an Energy from your opponent’s Active Pokémon."
"cmo1u7o5o1qmu5ueeg8ria8sv","<火箭隊的>狃拉","0215","attack","I","對手的1隻備戰寶可夢，受到那隻寶可夢身上放置的傷害指示物的數量×20點傷害。[在備戰區不計算弱點・抵抗力。]","相手のベンチポケモン1匹に、そのポケモンにのっているダメカンの数×20ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack does 20 damage to 1 of your opponent’s Benched Pokémon for each damage counter on that Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7q6i1u415ueedv1v6cwm","大狼犬","0262","attack","H","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］","Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
"cmo1u7zun2ap05uee2x7476bc","涼脊龍","0996","attack","G","從自己的牌庫抽出1張卡。","自分の山札を1枚引く。","Draw a card."
"cmo1u7pn61t6v5uee1xmluc4n","<小霞的>海星星","0120","attack","I","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。","コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。","Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
"cmo1u7pu21tip5ueehcwecuin","光電傘蜥","0695","attack","H","這隻寶可夢也受到20點傷害。","このポケモンにも20ダメージ。","This Pokémon also does 20 damage to itself."
"cmo1u7o3l1qja5ueea5dhucfn","夜巡靈","0355","attack","H","從自己的棄牌區選擇最多3張「夜巡靈」，放置於備戰區。","自分のトラッシュから「ヨマワル」を3枚まで選び、ベンチに出す。","Put up to 3 Duskull from your discard pile onto your Bench."
"cmo1u8kge3aiz5ueetneptabg","瑪納霏","0490","ability","E","若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。查看自己的牌庫上方6張卡。選擇其中1張寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","","Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Pokémon you find there, and put it into your hand. Shuffle the other cards back into your deck."
"cmo1u7py61tpq5ueewoi5cgtd","哥德小童","0575","attack","I","查看對手的牌庫上方5張卡，以任意順序排列，放回牌庫上方。","相手の山札を上から5枚見て、好きな順番に入れ替えて、山札の上にもどす。","Look at the top 5 cards of your opponent’s deck and put them back in any order."
"cmo1u8idp373x5ueeoynmthgo","勒克貓","0404","attack","E","對手的1隻寶可夢受到30點傷害。[在備戰區不計算弱點・抵抗力。]","","This attack does 30 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u816o2czi5ueekl790jjr","雪絨蛾","0873","attack","H","在下個對手的回合，受到這個招式的寶可夢無法使用招式。","次の相手の番、このワザを受けたポケモンは、ワザが使えない。","During your opponent’s next turn, the Defending Pokémon can’t attack."
"cmo1u8kh43ak75ueef93mfxsi","來電汪","0835","attack","D","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","",""
"cmo1u6wrs0fqw5ueei3u3cvdj","其他以歐路普VMAX","0826","ability","D","若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。在對手的所有寶可夢身上各放置1個傷害指示物。","このポケモンがバトル場にいるなら、自分の番に1回使える。相手のポケモン全員に、それぞれダメカンを1個のせる。",""
"cmo1u7ppu1tbg5ueef0yxd3lw","霓虹魚","0457","attack","H","若希望，從牌庫抽卡直到自己的手牌滿6張為止。","のぞむなら、自分の手札が6枚になるように、山札を引く。","You may draw cards until you have 6 cards in your hand."
"cmo1u8kfb3ah65ueeavlu7kb3","夜盜火蜥","0757","attack","E","從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","",""
"cmo1u6wwe0fyx5ueevx6yyp5g","堅盾劍怪V","0681","attack","D","這個招式的傷害不計算對手的戰鬥寶可夢身上的附加效果。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。",""
"cmo1u6xlr0h6l5uee2utjn109","伽勒爾 大蔥鴨","0083","attack","E","這個招式的傷害不計算抵抗力。","このワザのダメージは抵抗力を計算しない。",""
"cmo1u6xxy0hq55uee2ryokmd0","功夫鼬","0619","attack","E","擲2次硬幣，造成正面出現的次數×30點傷害。","コインを2回投げ、オモテの数×30ダメージ。",""
"cmo1u6xy90hqp5uee9rhdv5z0","駒刀小兵","0624","attack","E","在下個自己的回合，這隻寶可夢「劈開」的傷害「+70」點。","次の自分の番、このポケモンの「きりさく」のダメージは「+70」される。",""
"cmo1u821d2eew5ueerdcsffuw","瑪沙那","0307","attack","H","將這隻寶可夢恢復「20」HP。","このポケモンのHPを「20」回復する。",""
"cmo1u8i5x36qm5ueey1tfywr4","多龍梅西亞","0885","attack","E","擲1次硬幣若為正面，則增加10點傷害。","",""
"cmo1u6y470i0v5ueez20snqlb","長毛巨魔","0861","attack","E","若自己的備戰寶可夢的數量為2隻以下，則增加140點傷害。","自分のベンチポケモンの数が2匹以下なら、140ダメージ追加。",""
"cmo1u6y7u0i785ueekdx477lp","冰岩怪","0713","ability","E","若自己的棄牌區有8張以上的「競技場」卡，則這隻寶可夢使用招式所需的能量全部消除。","",""
"cmo1u6yr30j4m5ueefo64xu0i","鐵甲蛹","0011","ability","E","這隻寶可夢受到招式的傷害「-20」點。","このポケモンが受けるワザのダメージは「-20」される。","This Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
"cmobmwaah20242pc78dymc66v","鋼鎧鴉","0823","attack","E","在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。 | 選擇1個這隻寶可夢身上附加的能量，改附於備戰寶可夢身上。","次の相手の番、このポケモンが受けるワザのダメージは「-30」される。 | このポケモンについているエネルギーを1個選び、ベンチポケモンにつけ替える。","During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance). | Move an Energy from this Pokémon to 1 of your Benched Pokémon."
"cmo1u8if5376d5ueee47dp0n6","駒刀小兵","0624","attack","E","在下個自己的回合，這隻寶可夢「劈開」的傷害「+70」點。","","During your next turn, this Pokémon’s Slash attack does 70 more damage (before applying Weakness and Resistance)."
"cmobmwai320eo2pc7wne4lc7c","其他火焰雞VMAX","0257","attack","E","在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 選擇最多2隻自己的備戰區的「連擊」寶可夢，從自己的棄牌區附給那些寶可夢各1張能量卡。 | 寶可夢【VMAX】【氣絕】時，對手獲得3張獎賞卡。","次の相手の番、このワザを受けたポケモンは、にげられない。 | 自分のベンチの「れんげき」のポケモンを2匹まで選び、自分のトラッシュからエネルギーを1枚ずつつける。",""
"cmo1u7oxy1rzj5uee88jzmxpb","超級盔甲鳥ex","0227","attack","J","將這隻寶可夢身上附加的能量卡全部放回牌庫並重洗，對手的1隻寶可夢受到220點傷害。[在備戰區不計算弱點・抵抗力。]","このポケモンについているエネルギーをすべて山札にもどして切り、相手のポケモン1匹に、220ダメージ。［ベンチは弱点・抵抗力を計算しない。］",""
"cmo1u81mo2dq75uee8er46dzb","搬運小匠","0532","attack","H","擲1次硬幣若為反面，則這個招式失敗。","コインを1回投げウラなら、このワザは失敗。","Flip a coin. If tails, this attack does nothing."
